"Time","N","MeanProducerProportion","EnvChangeFreq","Replicate"
1900,625,0.999868108694613,312,"2"
1910,625,0.999860896442345,312,"2"
1920,625,0.999884964523039,312,"2"
1930,625,0.99984680701443,312,"2"
1940,625,0.998992720922692,312,"2"
1950,625,0.998156473607977,312,"2"
1960,625,0.998337021454403,312,"2"
1970,625,0.99797882884827,312,"2"
1980,625,0.997841899417237,312,"2"
1990,625,0.998552273778182,312,"2"
2000,625,0.9977466582171,312,"2"
2010,625,0.996411661915084,312,"2"
2020,625,0.993026374309896,312,"2"
2030,625,0.989103165624287,312,"2"
2040,625,0.984246901265881,312,"2"
2050,625,0.979459212768028,312,"2"
2060,625,0.97786944833927,312,"2"
2070,625,0.981676443302809,312,"2"
2080,625,0.985583986592209,312,"2"
2090,625,0.989380702555435,312,"2"
2100,625,0.994945136132431,312,"2"
2110,625,0.997610527787398,312,"2"
2120,625,0.9992034182509,312,"2"
2130,625,0.999192538018743,312,"2"
2140,625,0.99922673337645,312,"2"
2150,625,0.999198303023656,312,"2"
2160,625,0.998770109241498,312,"2"
2170,625,0.998235923708512,312,"2"
2180,625,0.997747130606083,312,"2"
2190,185,0.99998795453585,312,"2"
2200,615,0.999936362937224,312,"2"
2210,625,0.999283403725391,312,"2"
2220,625,0.99791118287551,312,"2"
2230,625,0.998707154482338,312,"2"
2240,625,0.999187068519727,312,"2"
2250,625,0.998593274483294,312,"2"
2260,625,0.9981426074363,312,"2"
2270,625,0.997802032213584,312,"2"
2280,625,0.997290692208412,312,"2"
2290,625,0.996165602449162,312,"2"
2300,625,0.994258723359655,312,"2"
2310,625,0.990266673494341,312,"2"
2320,625,0.98433532987821,312,"2"
2330,625,0.974340303472466,312,"2"
2340,625,0.956550889018821,312,"2"
2350,625,0.939872139234698,312,"2"
2360,625,0.929675371408597,312,"2"
2370,625,0.918853210673338,312,"2"
2380,625,0.909060422712526,312,"2"
2390,625,0.900709715670106,312,"2"
2400,625,0.891507013238689,312,"2"
2410,625,0.883602298019684,312,"2"
2420,625,0.877921501551527,312,"2"
2430,625,0.87861058599575,312,"2"
2440,625,0.886543976181521,312,"2"
2450,625,0.894502975622247,312,"2"
2460,625,0.906076789440291,312,"2"
2470,625,0.917431806410777,312,"2"
2480,625,0.928782841234652,312,"2"
2490,625,0.942097584547386,312,"2"
2500,69,1,312,"2"
2510,454,0.999953166496638,312,"2"
2520,610,0.999736448533228,312,"2"
2530,625,0.999194318559772,312,"2"
2540,625,0.999683444642751,312,"2"
2550,625,0.999806703442675,312,"2"
2560,625,0.999819118686356,312,"2"
2570,625,0.999897232289579,312,"2"
2580,625,0.999551384241009,312,"2"
2590,625,0.999507783951659,312,"2"
2600,625,0.998906469778254,312,"2"
2610,625,0.998644430675814,312,"2"
2620,625,0.999010533704086,312,"2"
2630,625,0.998924829762001,312,"2"
2640,625,0.999215432760279,312,"2"
2650,625,0.999851688982863,312,"2"
2660,625,0.999943894052342,312,"2"
2670,625,0.999940052114683,312,"2"
2680,625,0.999986236510348,312,"2"
2690,625,0.999665096578675,312,"2"
2700,625,0.999265471211888,312,"2"
2710,625,0.997988503937583,312,"2"
2720,625,0.997821811290761,312,"2"
2730,625,0.998223339866165,312,"2"
2740,625,0.998700066440668,312,"2"
2750,625,0.999274510846437,312,"2"
2760,625,0.999405440227658,312,"2"
2770,625,0.999407892986124,312,"2"
2780,625,0.999430570112923,312,"2"
2790,625,0.999162424321868,312,"2"
2800,625,0.998806184543802,312,"2"
2810,31,0.999975709288768,312,"2"
2820,418,0.99998935490385,312,"2"
2830,602,0.999971087602088,312,"2"
2840,623,0.999815736489675,312,"2"
2850,625,0.999660461832694,312,"2"
2860,625,0.999876645335485,312,"2"
2870,625,0.99981522873066,312,"2"
2880,625,0.999823686074615,312,"2"
2890,625,0.999543723674186,312,"2"
2900,625,0.999595493938133,312,"2"
2910,625,0.999287801925353,312,"2"
2920,625,0.999002075982865,312,"2"
2930,625,0.999337328820844,312,"2"
2940,625,0.999448558541885,312,"2"
2950,625,0.999679489718916,312,"2"
2960,625,0.999597648652238,312,"2"
2970,625,0.999321549292439,312,"2"
2980,625,0.998766301619645,312,"2"
2990,625,0.997835864946348,312,"2"
3000,625,0.998025607948153,312,"2"
3010,625,0.997012086267536,312,"2"
3020,625,0.997962200783007,312,"2"
3030,625,0.99847191823117,312,"2"
3040,625,0.9984150647108,312,"2"
3050,625,0.99832648029089,312,"2"
3060,625,0.998112083520075,312,"2"
3070,625,0.998023635507669,312,"2"
3080,625,0.998095347283121,312,"2"
3090,625,0.998632408237511,312,"2"
3100,625,0.998201077997177,312,"2"
3110,625,0.998274410227205,312,"2"
3120,625,0.998726464825821,312,"2"
3130,262,0.999994516089408,312,"2"
3140,527,0.999854325972242,312,"2"
3150,618,0.998972190608395,312,"2"
3160,625,0.998583010621343,312,"2"
3170,625,0.998648468808013,312,"2"
3180,625,0.998921770858797,312,"2"
3190,625,0.999599089155599,312,"2"
3200,625,0.999067498832958,312,"2"
3210,625,0.998727595619703,312,"2"
3220,625,0.999112123364218,312,"2"
3230,625,0.998960018295164,312,"2"
3240,625,0.998525305292592,312,"2"
3250,625,0.998041826878343,312,"2"
3260,625,0.998194923725911,312,"2"
3270,625,0.998053477490721,312,"2"
3280,625,0.997323599323206,312,"2"
3290,625,0.996475753144577,312,"2"
3300,625,0.994788281210903,312,"2"
3310,625,0.992868136487585,312,"2"
3320,625,0.988141714906846,312,"2"
3330,625,0.984967684991032,312,"2"
3340,625,0.985122771855748,312,"2"
3350,625,0.987055256848211,312,"2"
3360,625,0.987903900897334,312,"2"
3370,625,0.99208063677014,312,"2"
3380,625,0.995322327792962,312,"2"
3390,625,0.997546730981687,312,"2"
3400,625,0.997958451271627,312,"2"
3410,625,0.998221318652218,312,"2"
3420,625,0.998813240931689,312,"2"
3430,625,0.998978739674998,312,"2"
3440,257,0.999991244692987,312,"2"
3450,580,0.999875439440585,312,"2"
3460,625,0.999531163426661,312,"2"
3470,625,0.999216754864507,312,"2"
3480,625,0.99865607551207,312,"2"
3490,625,0.998082184102886,312,"2"
3500,625,0.99821959193444,312,"2"
3510,625,0.998981880208162,312,"2"
3520,625,0.999400972042424,312,"2"
3530,625,0.999068729713157,312,"2"
3540,625,0.99872836041986,312,"2"
3550,625,0.998753417385636,312,"2"
3560,625,0.998311108585846,312,"2"
3570,625,0.998160498641985,312,"2"
3580,625,0.998604223900543,312,"2"
3590,625,0.999076400473651,312,"2"
3600,625,0.998939677602806,312,"2"
3610,625,0.999218268039177,312,"2"
3620,625,0.999433307268571,312,"2"
3630,625,0.999395425895709,312,"2"
3640,625,0.999179044777105,312,"2"
3650,625,0.998665526573896,312,"2"
3660,625,0.99892440399929,312,"2"
3670,625,0.998494680145603,312,"2"
3680,625,0.998692749517513,312,"2"
3690,625,0.998293802049016,312,"2"
3700,625,0.997648567105724,312,"2"
3710,625,0.998044485826534,312,"2"
3720,625,0.998210266890918,312,"2"
3730,625,0.99826833151754,312,"2"
3740,625,0.99847026092334,312,"2"
3750,154,1,312,"2"
3760,563,0.999916993711032,312,"2"
3770,625,0.999822609732205,312,"2"
3780,625,0.999727009742872,312,"2"
3790,625,0.999816394085969,312,"2"
3800,625,0.999947358111243,312,"2"
3810,625,0.999930218909619,312,"2"
3820,625,0.999824218752571,312,"2"
3830,625,0.999280458236464,312,"2"
3840,625,0.999308312381562,312,"2"
3850,625,0.998977384931608,312,"2"
3860,625,0.998863003406548,312,"2"
3870,625,0.999444805102981,312,"2"
3880,625,0.999675730913854,312,"2"
3890,625,0.999266105842286,312,"2"
3900,625,0.999081872472406,312,"2"
3910,625,0.999207561107367,312,"2"
3920,625,0.998378486899545,312,"2"
3930,625,0.997880278423802,312,"2"
3940,625,0.996834616033513,312,"2"
3950,625,0.993878080115333,312,"2"
3960,625,0.988550460059045,312,"2"
3970,625,0.987276691481691,312,"2"
3980,625,0.9836061653282,312,"2"
3990,625,0.980650396813981,312,"2"
4000,625,0.978950795575251,312,"2"
4010,625,0.97723619188771,312,"2"
4020,625,0.97824806246559,312,"2"
4030,625,0.97891672359829,312,"2"
4040,625,0.98425647544625,312,"2"
4050,625,0.988060939515188,312,"2"
4060,84,1,312,"2"
4070,549,0.999918080275253,312,"2"
4080,625,0.999923728822446,312,"2"
4090,625,0.999961407294291,312,"2"
4100,625,0.999938887554514,312,"2"
4110,625,0.999722174503351,312,"2"
4120,625,0.999558695025491,312,"2"
4130,625,0.999601762330522,312,"2"
4140,625,0.999722083916605,312,"2"
4150,625,0.999635820508969,312,"2"
4160,625,0.999794320928395,312,"2"
4170,625,0.999166301712211,312,"2"
4180,625,0.999077967303075,312,"2"
4190,625,0.998595252157829,312,"2"
4200,625,0.997821784425679,312,"2"
4210,625,0.997622871817188,312,"2"
4220,625,0.997043880464686,312,"2"
4230,625,0.996558754895178,312,"2"
4240,625,0.997250235656068,312,"2"
4250,625,0.997282351787778,312,"2"
4260,625,0.996909718347035,312,"2"
4270,625,0.996899648581473,312,"2"
4280,625,0.997220641890899,312,"2"
4290,625,0.997676001401328,312,"2"
4300,625,0.998241062631829,312,"2"
4310,625,0.998642212199301,312,"2"
4320,625,0.998881492607122,312,"2"
4330,625,0.999000091673483,312,"2"
4340,625,0.999521669378653,312,"2"
4350,625,0.998861586997111,312,"2"
4360,625,0.998947695746408,312,"2"
4370,27,0.999972277666888,312,"2"
4380,414,0.999966975731561,312,"2"
4390,619,0.999928586269517,312,"2"
4400,625,0.999774293959862,312,"2"
4410,625,0.999045438142593,312,"2"
4420,625,0.998342051631613,312,"2"
4430,625,0.997248630448028,312,"2"
4440,625,0.997323883844821,312,"2"
4450,625,0.998396130170578,312,"2"
4460,625,0.999706970478505,312,"2"
4470,625,0.99964895487813,312,"2"
4480,625,0.999374260098059,312,"2"
4490,625,0.999362872259181,312,"2"
4500,625,0.999725803133051,312,"2"
4510,625,0.99968512275469,312,"2"
4520,625,0.999788121351483,312,"2"
4530,625,0.999918582163785,312,"2"
4540,625,0.99984015731706,312,"2"
4550,625,0.999616759287636,312,"2"
4560,625,0.999120819966304,312,"2"
4570,625,0.999029674706054,312,"2"
4580,625,0.998870452809472,312,"2"
4590,625,0.998397467046362,312,"2"
4600,625,0.999063165049319,312,"2"
4610,625,0.999346675142984,312,"2"
4620,625,0.998839698815438,312,"2"
4630,625,0.998832179838713,312,"2"
4640,625,0.99851776952501,312,"2"
4650,625,0.997819633745795,312,"2"
4660,625,0.997329315486685,312,"2"
4670,625,0.996982921404421,312,"2"
4680,625,0.997271595698715,312,"2"
4690,291,0.999987491845322,312,"2"
4700,553,0.999975281228799,312,"2"
4710,625,0.999983757695143,312,"2"
4720,625,0.999743761803649,312,"2"
4730,625,0.999742663609588,312,"2"
4740,625,0.999717839969635,312,"2"
4750,625,0.999339428713354,312,"2"
4760,625,0.999408704949532,312,"2"
4770,625,0.998637438225101,312,"2"
4780,625,0.99713899618286,312,"2"
4790,625,0.994916564415273,312,"2"
4800,625,0.99317030852599,312,"2"
4810,625,0.993179899885745,312,"2"
4820,625,0.993679512344942,312,"2"
4830,625,0.995232333404803,312,"2"
4840,625,0.995962112500448,312,"2"
4850,625,0.996676037778818,312,"2"
4860,625,0.997975192727012,312,"2"
4870,625,0.997619345722133,312,"2"
4880,625,0.997891175420362,312,"2"
4890,625,0.997928714253419,312,"2"
4900,625,0.997945327816937,312,"2"
4910,625,0.998333547558388,312,"2"
4920,625,0.998449955260713,312,"2"
4930,625,0.997903471796924,312,"2"
4940,625,0.997575121165669,312,"2"
4950,625,0.997240651011281,312,"2"
4960,625,0.996608299764619,312,"2"
4970,625,0.996492955009626,312,"2"
4980,625,0.99752343879599,312,"2"
4990,625,0.997176409018851,312,"2"
5000,243,0.999985196682725,312,"2"
5010,586,0.99977837990395,312,"2"
5020,624,0.999484713940113,312,"2"
5030,625,0.999274370053285,312,"2"
5040,625,0.999411866063262,312,"2"
5050,625,0.999445555978161,312,"2"
5060,625,0.999345001108167,312,"2"
5070,625,0.998242309106245,312,"2"
5080,625,0.997230777521341,312,"2"
5090,625,0.997200951380286,312,"2"
5100,625,0.996451441256444,312,"2"
5110,625,0.997786668508703,312,"2"
5120,625,0.999347806353927,312,"2"
5130,625,0.999781918841334,312,"2"
5140,625,0.999733651385128,312,"2"
5150,625,0.999995403299302,312,"2"
5160,625,0.999852732918513,312,"2"
5170,625,0.999684042722459,312,"2"
5180,625,0.999698365172964,312,"2"
5190,625,0.999820729772231,312,"2"
5200,625,0.999619100814176,312,"2"
5210,625,0.999118115647341,312,"2"
5220,625,0.998627168858184,312,"2"
5230,625,0.997302114041489,312,"2"
5240,625,0.995394959428755,312,"2"
5250,625,0.995614384512531,312,"2"
5260,625,0.993501423571449,312,"2"
5270,625,0.991768610940796,312,"2"
5280,625,0.990525385835961,312,"2"
5290,625,0.989068500334174,312,"2"
5300,625,0.985809739126139,312,"2"
5310,180,0.999968273795362,312,"2"
5320,566,0.99993910135362,312,"2"
5330,621,0.999624445206624,312,"2"
5340,625,0.998731990130392,312,"2"
5350,625,0.99923670871077,312,"2"
5360,625,0.9997471791322,312,"2"
5370,625,0.999645280388766,312,"2"
5380,625,0.999297755150203,312,"2"
5390,625,0.99949383056179,312,"2"
5400,625,0.999223304812538,312,"2"
5410,625,0.999397697757449,312,"2"
5420,625,0.999302557886246,312,"2"
5430,625,0.999340179685366,312,"2"
5440,625,0.999693299687968,312,"2"
5450,625,0.999705595289835,312,"2"
5460,625,0.999954110877332,312,"2"
5470,625,0.999922872773198,312,"2"
5480,625,0.99988672922967,312,"2"
5490,625,0.999766870234753,312,"2"
5500,625,0.999556500461354,312,"2"
5510,625,0.999014197311779,312,"2"
5520,625,0.998671860262707,312,"2"
5530,625,0.998363644620535,312,"2"
5540,625,0.998824483658743,312,"2"
5550,625,0.998813528282054,312,"2"
5560,625,0.998501299792054,312,"2"
5570,625,0.99837154546135,312,"2"
5580,625,0.997391775414119,312,"2"
5590,625,0.996926504763266,312,"2"
5600,625,0.996128335887255,312,"2"
5610,625,0.995942762580986,312,"2"
5620,57,0.999974257933992,312,"2"
5630,328,0.99988694014552,312,"2"
5640,577,0.99990553241617,312,"2"
5650,624,0.999913500939023,312,"2"
5660,625,0.99975419738994,312,"2"
5670,625,0.999789639659188,312,"2"
5680,625,0.999699264563094,312,"2"
5690,625,0.999761011439114,312,"2"
5700,625,0.999591617835463,312,"2"
5710,625,0.999297003691623,312,"2"
5720,625,0.998990513041897,312,"2"
5730,625,0.998518303984204,312,"2"
5740,625,0.998512688342511,312,"2"
5750,625,0.998476093415028,312,"2"
5760,625,0.999199735157551,312,"2"
5770,625,0.998997948470063,312,"2"
5780,625,0.998921575499832,312,"2"
5790,625,0.999629144769805,312,"2"
5800,625,0.999466277154443,312,"2"
5810,625,0.999721749989509,312,"2"
5820,625,0.999634431165057,312,"2"
5830,625,0.999132562207977,312,"2"
5840,625,0.999150456261531,312,"2"
5850,625,0.998547339172959,312,"2"
5860,625,0.997676376845043,312,"2"
5870,625,0.997240300462041,312,"2"
5880,625,0.996970216975307,312,"2"
5890,625,0.997463197170435,312,"2"
5900,625,0.998353208661032,312,"2"
5910,625,0.998499839589223,312,"2"
5920,625,0.998447380057156,312,"2"
5930,30,0.999974728329543,312,"2"
5940,396,0.999994683919256,312,"2"
5950,621,0.999779679879952,312,"2"
5960,625,0.999604767756744,312,"2"
5970,625,0.999626582399127,312,"2"
5980,625,0.998728718912266,312,"2"
5990,625,0.997957854538994,312,"2"
6000,625,0.997852231645202,312,"2"
6010,625,0.998565115475337,312,"2"
6020,625,0.999583094055289,312,"2"
6030,625,0.9994592626816,312,"2"
6040,625,0.998215688490611,312,"2"
6050,625,0.99743771456095,312,"2"
6060,625,0.996894328171323,312,"2"
6070,625,0.996627576265871,312,"2"
6080,625,0.997343436084113,312,"2"
6090,625,0.998215834739541,312,"2"
6100,625,0.99901154747198,312,"2"
6110,625,0.998434107719623,312,"2"
6120,625,0.99718694979101,312,"2"
6130,625,0.995723909138403,312,"2"
6140,625,0.994119869296228,312,"2"
6150,625,0.99339354864734,312,"2"
6160,625,0.993759564950102,312,"2"
6170,625,0.995799663715154,312,"2"
6180,625,0.996496727117484,312,"2"
6190,625,0.99743286764708,312,"2"
6200,625,0.99870394756542,312,"2"
6210,625,0.999018117341868,312,"2"
6220,625,0.998981107674527,312,"2"
6230,625,0.998711902332627,312,"2"
6240,625,0.998450559066519,312,"2"
6250,450,0.999979948470775,312,"2"
6260,612,0.999792528204256,312,"2"
6270,625,0.999368342931071,312,"2"
6280,625,0.999453357802233,312,"2"
6290,625,0.999496835272694,312,"2"
6300,625,0.999555846788717,312,"2"
6310,625,0.999114463053486,312,"2"
6320,625,0.999130352603231,312,"2"
6330,625,0.999332772559959,312,"2"
6340,625,0.999026163802919,312,"2"
6350,625,0.998972460483769,312,"2"
6360,625,0.999208678226508,312,"2"
6370,625,0.998915849086617,312,"2"
6380,625,0.997846063499462,312,"2"
6390,625,0.996988913350418,312,"2"
6400,625,0.995776491010719,312,"2"
6410,625,0.993828426364321,312,"2"
6420,625,0.991809046053041,312,"2"
6430,625,0.990988197302737,312,"2"
6440,625,0.98671096832145,312,"2"
6450,625,0.984485567817522,312,"2"
6460,625,0.984795841364946,312,"2"
6470,625,0.987910202907168,312,"2"
6480,625,0.989992931764914,312,"2"
6490,625,0.990454975373851,312,"2"
6500,625,0.990962028023378,312,"2"
6510,625,0.992941692916545,312,"2"
6520,625,0.994738157584029,312,"2"
6530,625,0.99679557082842,312,"2"
6540,625,0.998442687916404,312,"2"
6550,625,0.998259254880884,312,"2"
6560,132,0.999875249500998,312,"2"
6570,488,0.998983493131669,312,"2"
6580,614,0.997833911405535,312,"2"
6590,625,0.999399574981131,312,"2"
6600,625,0.999532192021499,312,"2"
6610,625,0.999079040201069,312,"2"
6620,625,0.998128531103566,312,"2"
6630,625,0.997757686685067,312,"2"
6640,625,0.997846439195294,312,"2"
6650,625,0.995055719778932,312,"2"
6660,625,0.993616477148015,312,"2"
6670,625,0.993601560266119,312,"2"
6680,625,0.992940301986424,312,"2"
6690,625,0.992658610228235,312,"2"
6700,625,0.99171725098971,312,"2"
6710,625,0.991706677363085,312,"2"
6720,625,0.993003973609738,312,"2"
6730,625,0.994340613951795,312,"2"
6740,625,0.995469868429959,312,"2"
6750,625,0.998007073737694,312,"2"
6760,625,0.998468563841895,312,"2"
6770,625,0.998865839149632,312,"2"
6780,625,0.999560492279526,312,"2"
6790,625,0.999850711340584,312,"2"
6800,625,0.99987009907754,312,"2"
6810,625,0.999428704886262,312,"2"
6820,625,0.998713422491764,312,"2"
6830,625,0.998248003297818,312,"2"
6840,625,0.997185592142068,312,"2"
6850,625,0.996130893689965,312,"2"
6860,625,0.992730060596924,312,"2"
6870,95,0.999992940096721,312,"2"
6880,420,0.999906616451042,312,"2"
6890,619,0.999902153800729,312,"2"
6900,625,0.999376695722557,312,"2"
6910,625,0.999477215761647,312,"2"
6920,625,0.998928723869129,312,"2"
6930,625,0.998032753949559,312,"2"
6940,625,0.997265811611719,312,"2"
6950,625,0.995510596889621,312,"2"
6960,625,0.994601841504602,312,"2"
6970,625,0.993633389449189,312,"2"
6980,625,0.993633990588104,312,"2"
6990,625,0.994999767963137,312,"2"
7000,625,0.996885599175224,312,"2"
7010,625,0.998650237900982,312,"2"
7020,625,0.99888764096764,312,"2"
7030,625,0.99946469304456,312,"2"
7040,625,0.999164243333194,312,"2"
7050,625,0.999627513192699,312,"2"
7060,625,0.999486306439598,312,"2"
7070,625,0.999100155722685,312,"2"
7080,625,0.997783662555579,312,"2"
7090,625,0.99680876598779,312,"2"
7100,625,0.996350620705787,312,"2"
7110,625,0.994438485568525,312,"2"
7120,625,0.994305255885166,312,"2"
7130,625,0.993918902058756,312,"2"
7140,625,0.994872652511098,312,"2"
7150,625,0.996958211803385,312,"2"
7160,625,0.998656641869591,312,"2"
7170,625,0.998688565840461,312,"2"
7180,120,0.99999373433584,312,"2"
7190,559,0.999942489610137,312,"2"
7200,624,0.99987907832851,312,"2"
7210,625,0.999722019946549,312,"2"
7220,625,0.9996284506353,312,"2"
7230,625,0.999735638267155,312,"2"
7240,625,0.999638154451323,312,"2"
7250,625,0.999525653595001,312,"2"
7260,625,0.999247306859912,312,"2"
7270,625,0.998984518775941,312,"2"
7280,625,0.999432797230318,312,"2"
7290,625,0.999721335955358,312,"2"
7300,625,0.999794835483605,312,"2"
7310,625,0.999809811553298,312,"2"
7320,625,0.999794449000537,312,"2"
7330,625,0.999630720026973,312,"2"
7340,625,0.999212233559725,312,"2"
7350,625,0.999130378065009,312,"2"
7360,625,0.999173727983943,312,"2"
7370,625,0.998951536875283,312,"2"
7380,625,0.998285943807761,312,"2"
7390,625,0.998124297870693,312,"2"
7400,625,0.998579455470286,312,"2"
7410,625,0.998571357265428,312,"2"
7420,625,0.997780542320237,312,"2"
7430,625,0.996635440442101,312,"2"
7440,625,0.995074362887979,312,"2"
7450,625,0.992953669729123,312,"2"
7460,625,0.990318155803139,312,"2"
7470,625,0.985385000993768,312,"2"
7480,625,0.982341670755028,312,"2"
7490,14,1,312,"2"
7500,235,0.999987993364608,312,"2"
7510,556,0.999785059522254,312,"2"
7520,624,0.999356969343556,312,"2"
7530,625,0.999213121633176,312,"2"
7540,625,0.999150742997298,312,"2"
7550,625,0.999242900679005,312,"2"
7560,625,0.998979295077646,312,"2"
7570,625,0.998917133487487,312,"2"
7580,625,0.999317829858122,312,"2"
7590,625,0.999259201320104,312,"2"
7600,625,0.999220507055206,312,"2"
7610,625,0.999474395303002,312,"2"
7620,625,0.999185925761813,312,"2"
7630,625,0.998502475026208,312,"2"
7640,625,0.997542458298894,312,"2"
7650,625,0.997213314745733,312,"2"
7660,625,0.997472576236667,312,"2"
7670,625,0.99737714775168,312,"2"
7680,625,0.996479598316873,312,"2"
7690,625,0.995406319200285,312,"2"
7700,625,0.994602381728034,312,"2"
7710,625,0.993215746555134,312,"2"
7720,625,0.991836654793691,312,"2"
7730,625,0.990303487753976,312,"2"
7740,625,0.990658399416393,312,"2"
7750,625,0.991148373958684,312,"2"
7760,625,0.992307831936648,312,"2"
7770,625,0.992893988718853,312,"2"
7780,625,0.994347612676572,312,"2"
7790,625,0.994039596785755,312,"2"
7800,625,0.996101304281417,312,"2"
7810,391,0.999983210674568,312,"2"
7820,612,0.999988263469246,312,"2"
7830,625,0.99966238499939,312,"2"
7840,625,0.999592255702967,312,"2"
7850,625,0.999708975791964,312,"2"
7860,625,0.99962405614609,312,"2"
7870,625,0.99955509628515,312,"2"
7880,625,0.998123917487166,312,"2"
7890,625,0.998095849733488,312,"2"
7900,625,0.997859772500528,312,"2"
7910,625,0.99885812135657,312,"2"
7920,625,0.99938977584618,312,"2"
7930,625,0.99950484803851,312,"2"
7940,625,0.999425418129619,312,"2"
7950,625,0.999380209366207,312,"2"
7960,625,0.998395610286962,312,"2"
7970,625,0.997723677221774,312,"2"
7980,625,0.996702154599653,312,"2"
7990,625,0.99567477194002,312,"2"
8000,625,0.995324612951126,312,"2"
8010,625,0.996072998496158,312,"2"
8020,625,0.99651237543437,312,"2"
8030,625,0.997656002916942,312,"2"
8040,625,0.997778955948982,312,"2"
8050,625,0.997239477856395,312,"2"
8060,625,0.997298503416769,312,"2"
8070,625,0.996020125310339,312,"2"
8080,625,0.994618847829996,312,"2"
8090,625,0.993329995421853,312,"2"
8100,625,0.992460744124538,312,"2"
8110,625,0.991793848975453,312,"2"
8120,183,0.999995915933577,312,"2"
8130,514,0.999976248112185,312,"2"
8140,617,0.999862523487245,312,"2"
8150,625,0.999486753610558,312,"2"
8160,625,0.999333594008051,312,"2"
8170,625,0.99961815699489,312,"2"
8180,625,0.999622952829034,312,"2"
8190,625,0.99962198116508,312,"2"
8200,625,0.999951459675804,312,"2"
8210,625,0.999959895880922,312,"2"
8220,625,0.999832997264043,312,"2"
8230,625,0.999766365620661,312,"2"
8240,625,0.999525781867211,312,"2"
8250,625,0.998745406167785,312,"2"
8260,625,0.995343051363876,312,"2"
8270,625,0.985985969376783,312,"2"
8280,625,0.971704322084673,312,"2"
8290,625,0.956478327491167,312,"2"
8300,625,0.946759098056543,312,"2"
8310,625,0.939782920261144,312,"2"
8320,625,0.933631930938412,312,"2"
8330,625,0.931839765125088,312,"2"
8340,625,0.932388626546062,312,"2"
8350,625,0.935451667911137,312,"2"
8360,625,0.943788818370771,312,"2"
8370,625,0.950844396755778,312,"2"
8380,625,0.963066516531552,312,"2"
8390,625,0.978575714656081,312,"2"
8400,625,0.987292517628373,312,"2"
8410,625,0.994090542829488,312,"2"
8420,625,0.99741949742345,312,"2"
8430,176,0.999983904075077,312,"2"
8440,507,0.999973267399443,312,"2"
8450,600,0.999677600016371,312,"2"
8460,625,0.998757679140445,312,"2"
8470,625,0.9973069045428,312,"2"
8480,625,0.995577185110014,312,"2"
8490,625,0.994766918624487,312,"2"
8500,625,0.994665087381117,312,"2"
8510,625,0.997704615439913,312,"2"
8520,625,0.998038562985811,312,"2"
8530,625,0.997881254743849,312,"2"
8540,625,0.997366143871431,312,"2"
8550,625,0.997154221343283,312,"2"
8560,625,0.99883040600374,312,"2"
8570,625,0.999413463695179,312,"2"
8580,625,0.999518527631122,312,"2"
8590,625,0.999412150731442,312,"2"
8600,625,0.999707040750339,312,"2"
8610,625,0.999673775687544,312,"2"
8620,625,0.999959699160719,312,"2"
8630,625,0.999947474172152,312,"2"
8640,625,0.99993362277874,312,"2"
8650,625,0.999893410839199,312,"2"
8660,625,0.999929633850398,312,"2"
8670,625,0.99976903946246,312,"2"
8680,625,0.99977850373651,312,"2"
8690,625,0.999424861799798,312,"2"
8700,625,0.999026137737243,312,"2"
8710,625,0.998132429451085,312,"2"
8720,625,0.997469198187134,312,"2"
8730,625,0.997106412093526,312,"2"
8740,78,0.999990374990375,312,"2"
8750,473,0.999972150210787,312,"2"
8760,621,0.999117354844847,312,"2"
8770,625,0.997653469530979,312,"2"
8780,625,0.997642768596065,312,"2"
8790,625,0.99851181217504,312,"2"
8800,625,0.99771202179364,312,"2"
8810,625,0.997754719338421,312,"2"
8820,625,0.997889778698285,312,"2"
8830,625,0.998481638782588,312,"2"
8840,625,0.998796269612127,312,"2"
8850,625,0.998701941553523,312,"2"
8860,625,0.998427944253706,312,"2"
8870,625,0.998872009247337,312,"2"
8880,625,0.998787309991513,312,"2"
8890,625,0.998915133806416,312,"2"
8900,625,0.998694782618148,312,"2"
8910,625,0.99861657040227,312,"2"
8920,625,0.998971263792987,312,"2"
8930,625,0.998959200916096,312,"2"
8940,625,0.999013550155456,312,"2"
8950,625,0.999224814338878,312,"2"
8960,625,0.999454391090857,312,"2"
8970,625,0.999408155165996,312,"2"
8980,625,0.998996651771942,312,"2"
8990,625,0.997696264751196,312,"2"
9000,625,0.996464713036828,312,"2"
9010,625,0.995526345312501,312,"2"
9020,625,0.99281082216134,312,"2"
9030,625,0.989395394100345,312,"2"
9040,625,0.989717742044192,312,"2"
9050,34,1,312,"2"
9060,381,0.999994182005331,312,"2"
9070,580,0.999816450346449,312,"2"
9080,625,0.998792427174548,312,"2"
9090,625,0.99879414334357,312,"2"
9100,625,0.998925975019286,312,"2"
9110,625,0.999194665249964,312,"2"
9120,625,0.999569080498101,312,"2"
9130,625,0.999305021135663,312,"2"
9140,625,0.999024683170533,312,"2"
9150,625,0.998971583483775,312,"2"
9160,625,0.999346621067195,312,"2"
9170,625,0.999322806903679,312,"2"
9180,625,0.999627133016462,312,"2"
9190,625,0.999224515505542,312,"2"
9200,625,0.99859472292803,312,"2"
9210,625,0.998423754370588,312,"2"
9220,625,0.998806144911516,312,"2"
9230,625,0.999692492543609,312,"2"
9240,625,0.999678267059865,312,"2"
9250,625,0.999176268487463,312,"2"
